model,SIPS,SIPS_trimmed,SIPS_avg_from_as_ac,SIPS_std,AS,AS_trimmed,AS_std,AC,AC_trimmed,AC_std
Llama-3.1-8B-IT,0.40052149399800907,0.42351327412621154,0.40052149399800907,0.23824661642024567,0.3676543209876543,0.2943827160493827,0.40877428763185253,0.4308888888888889,0.4283333333333333,0.19382810253761792
Llama-3-70B-IT,0.40775667781982505,0.40758054842878133,0.40775667781982505,0.34025894657122147,0.4167901234567902,0.28719135802469137,0.5835496234982039,0.3985185185185185,0.38055555555555554,0.1545931427344734
Llama-3-8B-IT,0.39792474352434565,0.41183055203868335,0.39792474352434565,0.2063387499218368,0.2971111111111111,0.23672839506172844,0.34929974236136707,0.47792592592592587,0.47083333333333327,0.16889369713753274
Qwen2.5-72B-Base,0.4558947290360029,0.4848733332241636,0.4558947290360029,0.20026149379717909,0.3743950617283951,0.3105864197530865,0.37392526967392337,0.5248888888888888,0.5244444444444443,0.18297351896374323
Qwen2.5-32B-Base,0.3708163676806307,0.38894281763298544,0.3708163676806307,0.20225251274297723,0.26298765432098764,0.19648148148148148,0.33750178151008525,0.45370370370370366,0.4398148148148147,0.19627358359165964
Qwen2.5-14B-Base,0.35015278307939696,0.3639818277441472,0.35015278307939696,0.20101061575225676,0.23158024691358023,0.1595061728395062,0.33938975242965136,0.43770370370370365,0.42898148148148146,0.1706795744861593
Qwen2.5-7B-Base,0.29095196908734866,0.30119527062792245,0.29095196908734866,0.1397916113589033,0.13864197530864197,0.07530864197530865,0.24972263229495864,0.38740740740740737,0.3650925925925925,0.13495109107438646
Llama-3.1-70B-Base,0.28644950970867245,0.27098124247756694,0.28644950970867245,0.31682159532425613,0.22004442702208285,0.06021013664325766,0.5353710328508106,0.3401280543577682,0.3333333333333333,0.09765311386132738
Mistral-Small-24B-Base,0.41095699480298836,0.4270732774968021,0.41095699480298836,0.2729291395820862,0.3899259259259259,0.3039506172839506,0.4770065782776634,0.43096296296296294,0.41092592592592586,0.16659053405180407
QwQ-32B-IT,0.43426743904739173,0.46338220117452605,0.43426743904739173,0.1952765561943271,0.33714285714285713,0.3,0.3104067179715258,0.5133333333333334,0.47738095238095235,0.23158528889319813
