none_pos_rate,none_neg_rate,none_neu_rate,left_pos_rate,left_neg_rate,left_neu_rate,right_pos_rate,right_neg_rate,right_neu_rate,center_pos_rate,center_neg_rate,center_neu_rate,left_pos_diff,left_neg_diff,left_neu_diff,right_pos_diff,right_neg_diff,right_neu_diff,center_pos_diff,center_neg_diff,center_neu_diff,model,length,article_bias
0.1966685444185444,0.39146133713780773,0.41187011844364785,0.18207951485365106,0.381675142739351,0.436245342406998,0.17807187759803467,0.3735147156737586,0.44841340672820656,0.18096280934341463,0.37560750967864787,0.44342968097793745,0.05586113871007498,0.08428137995276401,0.10149795520971919,0.06590954184401725,0.08792807052515565,0.11156945669960334,0.07526732231804696,0.08945210214403869,0.10727316034446602,Qwen,3,left
0.13746422096422095,0.4126129148629149,0.4432561975061975,0.13045812963820527,0.40335074866686643,0.4595244550282615,0.1312185518461403,0.4057557744923519,0.4563590069948413,0.12806819897929123,0.40678602984091555,0.4651457711797932,0.053643655687186244,0.10058055642022044,0.11808502934203796,0.04370001368568404,0.09616501824050495,0.10485207347618178,0.03845276354761908,0.09512119733575806,0.11338347098551466,Qwen,3,right
0.10875622125622124,0.4217156300070387,0.4560146352232266,0.1275901319777307,0.4051502741070971,0.4672595939151723,0.11357794933774477,0.39230700576532784,0.49411504489692726,0.11791142264632977,0.3991980743296799,0.4828905030239904,0.05086274046918374,0.09937822777894387,0.12144806518885165,0.05248345523129787,0.0977674657640296,0.12851281447461224,0.05907537809047097,0.10554063443549642,0.11761677500041405,Qwen,3,center
0.147803204360124,0.4085380603597101,0.4369623067087373,0.14679461206804148,0.3966877774079978,0.4542854676668179,0.14107835026475998,0.39051788030844886,0.4661716265696482,0.14242308437513992,0.3938400578766231,0.463736857748237,0.05346742131479549,0.09472604501614144,0.11364232439891432,0.05403791228501623,0.09393649162483365,0.11491769211743387,0.05759189472598127,0.09666519825540844,0.1127361102668714,Qwen,3,all
0.20766847966847968,0.45491295318776137,0.33741856714375895,0.20747976072528512,0.43496818289366396,0.3575520563810509,0.21619815266046644,0.41654743359402774,0.3672544137455059,0.21590951825543764,0.4196498984329789,0.36444058331158347,0.06851454476652583,0.11041891949936689,0.1094871774989785,0.06079615250471221,0.12897001589161736,0.12265224534173076,0.05852772827355086,0.11046950069418529,0.1070526799511693,Qwen,5,left
0.14246482656776774,0.4870940698274122,0.37044110360482013,0.13453360157350897,0.45399526851759553,0.41147112990889556,0.1476442220348809,0.4563861059695999,0.3959696719955192,0.1392492359239409,0.45647806439791916,0.40427269967814,0.06438212442761698,0.13143250390687836,0.14188880105998478,0.05210839499066218,0.10986843467218536,0.11372612000964319,0.05697065383058859,0.12043658516546586,0.13424128701892052,Qwen,5,right
0.11919290513408162,0.4821561743334862,0.3919842538657655,0.1134564552486762,0.4824563784326251,0.4040871663186987,0.1155596681543262,0.463844932000773,0.41392873317823414,0.12266775917159199,0.467872961214357,0.40945927961405093,0.040957521357002286,0.10218486749019161,0.1154306159657473,0.03787672491707637,0.11085982273207473,0.13269364687971646,0.05070747721752123,0.12231694973531106,0.14587870635810987,Qwen,5,center
0.15644207045677636,0.47472106578288653,0.36661464153811485,0.15182327251582342,0.4571399432812948,0.39103678420288174,0.1598006809498912,0.4455928238548002,0.3923842729730864,0.1592755044503235,0.44800030801508506,0.39272418753459143,0.057951396850381705,0.11467876363214562,0.1222688648415702,0.050260424137483585,0.11656609109862581,0.12302400407703014,0.05540195310722022,0.1177410118649874,0.12905755777606656,Qwen,5,all
0.2061517589164648,0.53097374001987,0.2628745010636651,0.20653515339498402,0.47551727628616164,0.3179475703188543,0.2131750705786089,0.47046731413519904,0.31635761528619205,0.20673873787557628,0.46648654305783016,0.3267747190665936,0.056539042989564754,0.12935628890095713,0.14782394124175638,0.0468310772735245,0.10974642641275068,0.11633925171567952,0.05057589953550453,0.12424915999814566,0.13203267195909396,Qwen,10,left
0.13659219734513853,0.5266098035552377,0.33679799909962377,0.15003839684895126,0.4995894697139814,0.35037213343706736,0.14726358545627605,0.49219319139665346,0.36054322314707055,0.13665046175267995,0.5115561526203688,0.3517933856269513,0.03933227212151787,0.10766448023597751,0.1274842410387726,0.04137614782276689,0.10884489405942728,0.12223752251607262,0.043251253820689034,0.10772771707051687,0.12634643825417113,Qwen,10,right
